YEAR;TYPE;TITLE_EN;IMAGES/PDF;VIDEOS;AUDIO;TITLE_FR;ARTISTS;DESCRIPTION_EN;DESCRIPTION_FR;AUTRE MÉDIA;RECURRING_TITLE_EN;RECURRING_TITLE_FR;RECURRING_DESCRIPTION_EN;RECURRING_DESCRIPTION_FR;;COMMENTS
2013;EXHIBIT;*~._.:*JEnNiFeR X JeNniFeR*:.~;/EXHIBITS/2013/Jennifer_x_Jennifer;;;*~._.:*JEnNiFeR X JeNniFeR*:.~;"JENNIFER CHAN
JENNIFER CHERNIACK";"*~._.:*jEnNiFeR X JeNniFeR*:.~ is an exhibit featuring the recent work of emerging Canadian artists Jennifer Chan and Jennifer Cherniack. Chan and Cherniack’s bodies of work illustrate a recent trend in digital culture: a limitless appreciation of the early 90’s, a time when communications media were radically reinvented and modern society completely transformed by the Internet.

While this Post-Internet enthusiasm suggests a wistful reinterpretation of the decade of the dial-up modem (think early Photoshop effects, neon colours, chrome and glitter), the works of Chan and Cherniack delve deeper into the cultural tropes that fueled the early days of the Web. The works presented in the exhibit confront the viewer with the mechanisms behind image production on the Internet. The kind of corporate branding (think Google), self-promotion (think “selfie”), high school socializing (think Instagram) and low-grade melodrama (think celebrity memes) that we’ve become impervious to, cycle through the work of Chan and Cherniack.

On the surface, their work reproduces the aesthetics of pop culture and those of advertising; yet, their video, performance, textile and text-based projects manufacture a careful critique of heteronormative online communication strategies and the larger implications of gendre representation on the Web. From the early days of instant messaging (ex: ICQ) to contemporary webcam-based chat sites (ex: Chatroulette), our online socializing is mitigated by a mass-marketed teenage fantasy – a life comprised of dating, shopping, partying – all in an effort to attract the opposite sex. While the teenage girl demographic – in the form of the avid consumer – represents a significant portion of the marketing power of the Internet, rarely is the young female portrayed as a content-producer.

The exhibit *~._.:*jEnNiFeR X JeNniFeR*:.~ does not attempt to reconcile the issue of biased gendre representation on (and through) the Web; rather, through the works of Chan and Cherniack, the exhibit attempts to navigate through the thick haze of our commodified social interactions online and uncover strategies to challenge the capitalist structures colonizing our intimate and private lives.

*~._.:*jEnNiFeR X JeNniFeR*:.~* is also presented as part of FNC Lab (Festival du nouveau cinéma).";"*~._.:*jEnNiFeR X JeNniFeR*:.~* est une exposition qui présente le travail récent des artistes émergentes canadiennes Jennifer Chan et Jennifer Cherniack. L’ensemble de leurs œuvres illustre un phénomène récent dans la culture numérique: une appréciation sans limite du début des années 90, une période où les médias de communication étaient radicalement réinventés et la société moderne complètement transformée par l’Internet.

Alors que l’enthousiasme post-Internet nous suggère une réinterprétation nostalgique de la décennie du modem téléphonique (pensez au début des effets de Photoshop, aux couleurs fluos, chromées et brillantes), les travaux de Chan et Cherniak fouillent dans les tropes culturels qui ont alimenté les premiers jours du Web. Les travaux présentés dans l’exposition confrontent le spectateur avec les mécanismes à l’œuvre derrière la production d’images sur Internet. Le type de stratégies commerciales (pensez à Google), d’autoportraits photographiques (pensez aux « selfies »), l’utilisation des réseaux sociaux par les ados (pensez à Instagram), et les mélodrames de bas étages (pensez aux mèmes de célébrités) auxquels nous sommes devenus indifférents, traversent de part en part les travaux de Chan et Cherniack.

En surface, leur travail reproduit l’esthétique de la culture pop et de la publicité ; pourtant, leurs vidéos, performances, textiles et projets textuels construisent une critique subtile des stratégies de communication en ligne hétéro-normatives et aux implications plus larges des genres sur le Web. De la messagerie instantanée à ses débuts (ex : ICQ) aux sites actuels de clavardage utilisant la webcam (ex : Chatroulette), notre socialisation en ligne est atténuée par une commercialisation de masse des fantasmes d’adolescents – une vie constituée de rencontres, de magasinage et de fêtes – tout ceci dans un effort d’attirer le sexe opposé. Alors même que la cible de la jeune adolescente – sous la forme d’une fervente consommatrice – représente une portion significative du pouvoir d’achat sur Internet, rarement la jeune femme est présentée comme productrice de contenu.

L’exposition *~._.:*jEnNiFeR X JeNniFeR*:.~ ne tente pas de concilier la question de la représentation de genres distordue présente sur (et à travers) le Web . À travers les œuvres de Chan et Cherniack, l’exposition essaie de naviguer dans l’épaisse brume de nos interactions sociales réifiées, et de découvrir les stratégies qui défient les structures capitalistes colonisant nos vies intimes et privées.

*~._.:*jEnNiFeR X JeNniFeR*:.~* est aussi présenté dans le cadre du FNC Lab (Festival du nouveau cinéma).";;;;;;;
2013;EXHIBIT;Carrier Pigeon;/EXHIBITS/2013/Carrier_Pigeon;;;Pigeon Voyageur;"Dominic Gagnon
Zeesy Powers";"“Carrier Pigeon” is a group exhibit, which seeks to explore the ways in which ideas and actions circulate. The two projects presented, “Subjects” by Zeesy Powers and “Society’s Space” by Dominic Gagnon, more specifically examine the notion of contagious activity and the persuasive power of language, visual or spoken. “Carrier Pigeon” addresses the social constructs inherent to viral activity and the ways in which ideas themselves can become so.

While the practises of Powers and Gagnon are radically different, their work echoes one another on a thematic level. Despite a common use of vernacular technology – at-home video editing techniques, Internet video sampling, mash-up and remix –they approach their subjects – of a societal and personal nature – from a distinct frame of reference. Powers’ “Subjects” uses the methods and aesthetics of reality television documentary to examine how and why we construct our personal narratives for a mass audience. The interviewed subjects speak in their mother tongue on topics of understanding, mistranslation and adaptation, effectively (or ineffectively) exploring the contrast between what we say and how it is interpreted. Gagnon’s “Society’s Space,” on the other hand, am audio/visual remake-installation of Guy Debord’s 1973 film “The Society of the Spectacle,” uses current video material from the Web, specifically YouTube, to reveal the Internet as a modern-day converged space for media consumption.

At play in both works is an attempt to expose intertextuality within video-making practices in a digital era. Powers and Gagnon make use of layered references to current topics of a social, economic, and cultural nature. The fragmented nature of Gagnon’s work alongside the socialized mini-universe that Powers creates, both seduce and challenge the viewer. By situating both artists’ work at the intersection of vernacular video, intervention politics and Web-based art, “Carrier Pigeon” provides valuable insight to the idea of contamination on a psychosocial level.

";"« Pigeon Voyageur » est une exposition de groupe qui cherche à explorer la manière dont les idées et les actions circulent. Deux projets seront présentés : « Subjects » par Zeesy Powers et « Society's Space » par Dominic Gagnon. Plus précisément, ces projets étudient les notions de contamination et de pouvoir de persuasion du langage visuel et parlé. « Pigeon Voyageur » traite des constructions sociales inhérentes des activités virales et de la façon dont les idées elles-mêmes peuvent le devenir.

Alors que les pratiques de Powers et de Gagnon sont radicalement différentes, leurs travaux font écho l’un à l'autre sur le plan de la thématique dominante. Malgré un usage commun de la technologie vernaculaire - techniques ‘maison’ de montage vidéo, échantillonnage de vidéos sur Internet, collage sonore et remixe -, ils abordent leurs sujets - de nature sociale et personnelle - à partir d'une trame distincte de références. L'oeuvre de Powers utilise les méthodes et l'esthétique de la télé-réalité documentaire afin d'examiner la manière et la raison pour laquelle nous nous construisons une narration personnelle lorsque nous faisons face au grand public. Les personnes interrogées parlent dans leur langue maternelle à propos de compréhension, de mauvaise traduction et d'adaptation, en explorant efficacement (ou inefficacement) le contraste entre ce que nous disons et comment cela est interprété. De son côté, l'oeuvre de Gagnon, une installation audiovisuelle et un remake du film de Guy Debord « La Société du Spectacle » de 1973, utilise la vidéo Youtube de ce film en tant que matériau. L'utilisation simultanée de la vidéo permet de révéler Internet en tant qu'espace moderne et convergent de consommation des médias.

Dans les deux travaux, une tentative pour exposer l’intertextualité à travers les pratiques de la création de vidéo dans l’ère numérique est mise en jeu. Powers et Gagnon font usage de références en strates pour traiter de sujets actuels de nature sociale, économique et culturelle. La nature fragmentée du travail de Gagnon aux côtés du mini univers socialisé, créé par Powers, séduisent et défient le spectateur. En situant à la fois le travail des artistes à l’intersection de la vidéo vernaculaire, des politiques d’intervention et de l’art du web, « Pigeon Voyageur » fournit un aperçu précieux de l’idée de contamination comprise sur un plan psychosocial.";;;;;;;
2013;EXHIBIT;Elsewhere ;x;;;Autre part;Ouananiche;"Ouananiche presents a documentary style film-poem based on the idea that when we are moving from point A to point B, our stream of consciousness becomes altered.
In a state of inspiration, reverie and of light hypnosis, the video undulates from one place to the next using visual stratagems to undertake an improbable and tortuous path, punctuated by intimate words. The speakers of these words tell us about their journeys to an unknown elsewhere, an enigmatic destination. Some have already returned, others still dream of taking the journey. Nightmare for some, paradise for others, it is impossible to live indefinitely in this mysterious ‘elsewhere’.

Our paths are unpredictable and uncontrollable, whether they possess goals or if they are more meandering. No one leaves a journey unchanged. From a simple stroll to a veritable expedition, from a voyage to a move, from a pilgrimage to a deportation, the displacement of the body is also a displacement of the mind.

Taking on the shape of a performed musical film, ELSEWHERE is an act of resistance. Resistance to an imposed rhythm, resistance to complete abstraction, resistance to an accepted narrative, resistance to fixed forms. Resistance to immobility.";"Ouananiche présente un film-poème à saveur documentaire basé sur l'idée que lorsque nous sommes en déplacement entre un point A et un point B, le fil de nos pensées se déroule différemment.

Dans un état d'inspiration, de rêverie, d'hypnose légère, la vidéo ondoie d'un lieu à l'autre, usant de stratagèmes visuels pour transiter sur un parcours improbable et tortueux, ponctué de paroles intimes. Les personnes interviewées nous racontent leur voyage vers un ailleurs inconnu, une destination qui reste énigmatique. Certains sont revenus, d'autres rêvent d'y aller. Cauchemar pour les uns, paradis pour les autres, ce là-bas mystérieux est un lieu où l'on ne peut vivre indéfiniment.

Qu'il ait un but ou qu'il ne soit que déambulation, chacun de nos cheminements est imprévisible, incontrôlable. Personne ne peut en sortir inchangé. Car de la simple balade à la véritable expédition, du voyage au déménagement, du pèlerinage à la déportation, le déplacement du corps est aussi mouvement du mental.

S'offrant comme un film musical performé, AUTRE PART est un acte de résistance. Résistance au rythme imposé, résistance à l'abstraction complète, résistance à une narration convenue, résistance aux formats figés. Résistance à l'immobilité.
";;;;;;;
2013;EXHIBIT;Homemade Sound Systems;x;;;Homemade Sound Systems;"HÉLÈNE PRÉVOST
STÉPHANE CLAUDE
PHILIPPE AUBERT-GAUTHIER";"During the Festival Suoni per il Popolo

These three Montreal artists build their own sound systems by either repurposing off the shelf equipment or by building their own. Former SRC radio host Hélène Prévost will customize her own sound system using headphones, very small speakers and domestic speakers. A variety of sound sources will be distributed through the speakers. Stéphane Claude will assemble a hybrid sound system comprised of home HIFI speakers, battery powered speakers, planar speakers and a subwoofer. Philippe Aubert-Gauthier will employ a loudspeaker array built in 2007 based on beamforming technology which direct sound beams which interact with the physical surfaces of the public space. The system will be driven by tapes, computers and processing devices.

";"Dans le cadre du festival Suoni per il Popolo

Ces trois artistes montréalais construisent leurs propres systèmes de son soit en modifiant ceux tout droit sortis du magasin ou bien en créant le leur. L’ancienne hôte de la radio SRC Hélène Prévost personnalisera son propre système de son grâce à l’utilisation de casques sonores, de très petites enceintes et des enceintes d’intérieur. Une variété de sources sonores sera distribuée à travers ces haut-parleurs. Stéphane Claude assemblera un système de son hybride comprenant des haut-parleurs maison HIFI, des haut-parleurs à pile, des haut-parleurs planar et un caisson de basse. Philippe Aubert-Gauthier utilisera une gamme de haut-parleurs construit en 2007 basé sur la technologie beamforming de traitement de signal qui dirigent les faisceaux de sons qui interagissent sur les surfaces physiques de l’espace public. Le système sera conduit par des bandes, des ordinateurs et autres dispositifs de traitements.";;;;;;;
2013;EXHIBIT;Launch of Coming Soon N°5;x;;;Lancement de la publication Coming Soon N°5;"BECCA ALBEE
HEATHER BURSCH
YOUMNA CHLALA
KAJSA DAHLBERG
ABBEY DUBIN
KATARINA ELVÉN
ULRIKA GOMM
MAJ HASAGER
Jacqueline Hoang Nguyen
RICHARD IBGHY & MARILOU LEMMENS
CANDICE LIN
AMY NOVAK
CECILIA NYGREN
JENNY PERLIN
CASEY WEI
STINA WIRFELT
ALA YOUNIS
";"Fanzine Coming Soon N°5 launches on May 3, 2013, with the founders of the publication, Emma Perrochon and Frédéric Sanchez, the guest editor, Jacqueline Hoang Nguyen, and with the participating artists. The culled contributions are newly produced for this special edition.
What is public space? How can we define its limit and possibilities to create an artwork in which meaning is generated without being solely a space acting like a roofless gallery? Contrarily, the galleries and museums spaces are define by a set of codes, an agreement that the viewer signs by entering it with the knowledge that art will be encountered. What is there to be said about the street then, where everybody is only a passerby?";"La publication Coming Soon N°5 sera lancée le 3 mai 2013, en présence des fondateurs du fanzine, Emma Perrochon et Frédéric Sanchez, de l'éditrice invitée, Jacqueline Hoang Nguyen, ainsi que de certains des artistes impliqués. La publication regroupe des propositions nouvellement produites pour cette édition spéciale.

Qu'est-ce qu'un espace public? Comment définir ses limites, ses possibilités et y créer une oeuvre d'art qui prend sens sans considérer cet espace seulement comme une galerie sans toit? Car si les espaces que sont les galeries ou les musées sont en effet définis par un ensemble de codes – un pacte que l'on « signe » en y entrant, attestant ainsi qu'on se retrouvera face à de l'art – que dire de la rue, où tout un chacun est seulement passant?";;;;;;;
2013;EXHIBIT;Squint;x;;;Squint;Tyson Parks;"""Squint"" is the first in a series of installations in which Tyson Parks invents new processes to explore the relationship between form, image, motion, time, perception, and memory. This series of invented process artworks is called ""Mnetractoscopes""; a term coined by Parks, taken from Latin and Greek etymology, which roughly translates to “viewer(s)” that “draw or pull” from “memory”. This naming serves as homage to early animation devices such as the pre-historic Thaumotrope, Joseph Plateau’s Anorthoscope, or Eadweard Muybridge’s Zoopraxiscope. Parks puts forth the idea that the development and dissemination of these types of devices through the end of the 19th Century brought about a significant change of self-awareness in human kind that led directly to the modernist revolutions in science, art, philosophy, and technology in the 20th Century.

""Squint"" is composed of a sculptural object; a replica of a familiar everyday object that has been distorted and twisted beyond recognition and into abstraction and that sits atop a stand, slowly rotating. A camera films the object in motion, sending a live video feed of its view to a computer. Just above the camera is what Parks calls a “transformative mirror”; a projected screen that shows a processed view of the live camera feed. In this virtual reflection of the space, the public that is present and circulating within the room are abstracted, while the sculptural object is de-abstracted and revealed in its original and recognizable form.

";"""Squint"" est la première œuvre dans une série d'installations dans lesquelles Tyson Parks a inventé de nouveaux procédés pour explorer les relations entre la forme, l'image, le mouvement, le temps, la perception et la mémoire. La série de procédés inventés se nomme ""Mnetractoscopes""; un mot que Parks a inventé à partir de racines latines et grecques qui, assemblées, signifient: les ""observateurs"" qui ""retirent"" de la ""mémoire"". Ce nom sert d'hommage aux premiers dispositifs d'animation tels le Thaumotrope préhistorique, l'Anorthoscope de Joseph Plateau ou bien le Zoopraxiscope d'Eadweard Muybridge. Parks part de l’idée que le développement ainsi que la diffusion de ces dispositifs durant la fin du 19ème siècle a amené un changement significatif dans la conscience de l'espèce humaine, ce qui a grandement contribué aux révolutions modernistes dans les domaines de la science, de l'art, de la philosophie et de la technologie du 20ème siècle.

""Squint"" est composé d’une sculpture, réplique d'un objet tiré du quotidien, en rotation, qui a été déformé et tordu jusqu’à l’abstraction. Une caméra filme l’objet en mouvement et l’image est affichée en temps-réel sur un ordinateur. Au-dessus de la caméra, est installé ce que l'artiste appelle un ""miroir métamorphosant"": un écran de projection qui montre une vision transformée de l'image captée par la caméra. Dans cette réflexion virtuelle de l'espace, le public qui circule dans la pièce devient une abstraction alors que la sculpture est tirée hors de l'abstraction, se révélant dans sa forme originale et reconnaissable.
";;;;;;;
2013;EXHIBIT;Unsignal;x;;;Hors Signal;Sahar Kubba;"Kubba’s project draws inspiration from the connections between geometry and moral reform in prison institutions, during the 18th and 19th centuries. England, between the years of 1750 and 1840, became the site for numerous experiments dealing with these connections, reaching their apex in 1842 with the completion of the Pentonville prison in northern London. This institution served as an architectural and technological realization of the idea that segregation, solitary confinement and silence amend the mind and reform the soul.

The proposed project will explore the creation of a suppressive, authoritative space through the production of silence. It will explore order through architecture and suppressive silence through technology.

The outcome of the residency will take on the form of an interactive audio installation within Eastern Bloc's gallery space. Using the ceiling as an anchor, wooden walls forming a multitude of 'rooms' will hang down to around the level of the participant's elbows, forming several silencing chambers each containing a microphone and two speakers. Using the technology of active noise cancelling, the participant will be prevented from understanding his/her own voice, as it becomes lost in the density of the incoherent sounds it has produced. In between this grid of hanging chambers a directional speaker is placed, playing a recording of a voice. This speaker with be the only clear and tangible voice within the space.";"L’oeuvre de Kubba puise son inspiration dans les connections entre la géométrie et la réforme morale dans les institutions pénales des 18e et 19e siècles. L’Angleterre, entre les années 1750 et 1840, est devenu un lieu pour de nombreux expériences explorant ces connections, culminant en 1842 avec la construction de la prison Pentonville dans le nord de Londres. Cette institution a servi de manifestation architecturale et technologique de l’idée que la segrégation, l’isolement cellulaire et le silence corrigent l’esprit et réforment l’âme.

Le projet proposé explorera la création d’un espace répressif et autoritaire par le biais du silence. Celui-ci explorera l’ordre à travers l’architecture et le silence répressif à travers la technologie.

L’aboutissement de la résidence sera présenté sous forme d’installation audio interactive à l’intérieur de la galerie d’Eastern Bloc. Une multitude de ‘chambres’ seront pendus jusqu’au niveau des coudes du participant, formant plusieurs enclos insonorisant contentant chacun un microphone et deux hautparleurs. À l’aide de la technologie de suppression de bruit active, le participant sera empêché d’entendre sa propre voix alors que celle-ci se perd dans la densité des sons incohérents qu’elle aura produite. Entre les enclos sera placé un autre hautparleur diffusant le son d’une voix humaine, celle-ci devenant la seule voix claire et tangible à l’intérieur de l’espace.

";;;;;;;
2014;EXHIBIT;Because neither the book nor the sand has any beginning or end;/EXHIBITS/2014/Because_neither_book_sand;;;Because neither the book nor the sand has any beginning or end;Guillaume Vallée;"Final presentation - MFA in Studio Arts (Film Production option), Université Concordia
 
IN COLLABORATION WITH ALAIN LEFEBVRE
 
Employing minimal and abstract imagery made up of engravings and paintings on 16mm film of archival images, this audiovisual performance demonstrates a primitive and impulsive treatment of live images, whereby the three visual channels, presented in a loop, are connected by three different forms: feedback, 16mm, and VHS.";"Présentation finale - MFA in Studio Arts (Film Production option), Université Concordia

EN COLLABORATION AVEC ALAIN LEFEBVRE

Diptyque visuel, utilisant une imagerie hybride minimale et abstraite provenant de vieilles images d’archives sur pellicule 16mm, cette performance audiovisuelle se veut une démonstration primitive et impulsive d'un traitement d'image en direct, en boucle, où les deux éléments visuels sont liés sous trois formes différentes et projetés sous forme d'une symbiose psychédélique et stroboscopique.
";;;;;;;
2014;EXHIBIT;Breezy Plaza;x;;;Breezy Plaza;JORDAN LOEPPKY-KOLESNIK;"The work of Jordan Loeppky-Kolesnik exists in a sculptural sphere carrying with it the influences of a digital means of production. In Breezy Plaza, produced in residency at Eastern Bloc, Loeppky-Kolesnik creates an installation that is cinematic and narrative, sculptural and site-specific. The artist has created a collection of tableaux that relate to one another and to an online platform, breezyplaza.biz, designed specifically as the virtual avatar of the physical installation. Loeppky-Kolesnik’s installation creates a place that is not a gallery; rather a place that emulates a myriad of spaces, familiar to the world of commerce and industry: a showroom, a trade fair, an office hallway, a photography studio, a mailroom, a shopping mall, a waiting room. Breezy Plaza, seeks to create an experience and situation that impresses upon the viewer the emotional qualities of these spaces, and of the objects therein.

The work explores contemporary material culture through the use of physical objects (that are either handcrafted or manufactured objects that have been modified), stock/found images (used to create print works in the installation) and stock video footage (found on the project’s website). Breezy Plaza explores the physical and virtual journeys of material goods, the traces of consumer culture, from the online experience of purchasing through sites such as Amazon and eBay, to the shipping and receiving of goods. This work revels in the camp and characteristics of the warehouse, of the consumer products manufactured within, and the interior design of consumer spaces.

The name Breezy Plaza is inspired by the language of marketing, and the concept of the public plaza, a space formerly of the people, a place for meeting and social change. The suburbanization of the North American landscape in the 20th century led to this role being taken over by the shopping centre, and the subsequent privatization of the plaza. This work takes inspiration from these spaces for mass consumer culture, creating its own narrative that illustrates poetic traces of experience within them.";"Le travail de Jordan Loeppky-Kolesnik campe un champ sculptural qui porte avec lui les influences de moyens numériques de production. Avec Breezy Plaza, oeuvre produite en résidence à Eastern Bloc, Loeppky-Kolesnik crée une installation à la fois cinématographique et narrative, sculpturale et in-situ. L'artiste a créé une collection de tableaux qui sont liés les uns aux autres ainsi qu’à une plate-forme en ligne, breezyplaza.biz, conçue spécifiquement pour être l'avatar virtuel de l'installation physique. L'installation de Loeppky-Kolesnik crée un endroit qui n'est pas une galerie ; plutôt un lieu qui imite une multitude d'espaces habituels dans le monde du commerce et de l'industrie : une salle d'exposition, une foire, un couloir de bureau, un studio de photographie, un bureau de poste, un centre commercial, une salle d'attente. Breezy Plaza cherche à créer une expérience et de mise en situation en soulignant les qualités émotionnelles de ces espaces pour produire une forte impression sur le spectateur, et de rapport aux objets qui y sont.

Cette oeuvre explore la culture matérielle contemporaine à travers l'utilisation d'objets physiques (qui sont des objets artisanaux ou fabriqués industriellement et modifiés), une banque d’images (utilisée pour créer des pièces imprimées dans l'installation) et une banque de vidéos (disponibles sur le site web du projet). Breezy Plaza explore les trajets physiques et virtuels de biens matériels, les traces de la culture de consommation, de l'expérience en ligne d'achat sur des sites comme Amazon et eBay, à l'expédition et la réception des marchandises. Ce travail célèbre les caractéristiques de l'entrepôt, des produits de consommation qui y sont fabriqués, et du design intérieur des espaces de consommation.

Le nom de Breezy Plaza est inspiré du langage mercantile, et du concept de place publique, jadis l’espace du peuple, lieu de rencontre et d’échange social. La banlieusardisation du paysage nord-américain du 20ème siècle a conduit à la prise de ce rôle par le centre commercial, et à la privatisation de la place publique. Ce travail s'inspire donc des espaces dédiés à la culture de consommation de masse, en créant sa propre narration pour illustrer les traces de poésie propres à une expérience d’immersion en leur sein.";;;;;;;
2014;EXHIBIT;Épistèmés;/EXHIBITS/2014/Epistemes;;;Épistèmés;;;;;;;;;;
2014;EXHIBIT;Escales Improbables;/EXHIBITS/2014/Escales_improbables;;;Escales Improbables;"ARM
MC RAPPEUR
ALLISON MOORE
MARILYNE FOURNIER
L.O.S.
JESSICA ARSENEAU";"Les Escales Improbables de Montréal take over, for one night only, Eastern Bloc for a series of performances with invited artists Arm, Mc Rappeur, Allison Moore, Marilyne Fournier and L.O.S., Jessica Arseneau, as well as a surprise group during the event. The artists will be given carte blanche to occupy the gallery space and freely perform for the public.

Visual arts, music as well as beatbox and performance will be presented during this festive evening, following the theme of discovery and sharing.

 ";Les Escales Improbables de Montréal investissent, le temps d'une soirée, le Centre Eastern Bloc pour une série de performances avec comme artistes invités Arm, Mc Rappeur, Allison Moore, Marilyne Fournier et L.O.S., Jessica Arseneau ainsi qu'un groupe à découvrir pendant l'événement. Les artistes ont tous carte blanche pour investir l'espace de la galerie et performer librement face au public. Art visuel, musique mais aussi beatbox et performance seront ainsi présentés au public au cours de cette soirée festive, sur le thème de la découverte et du partage.;;;;;;;
2014;EXHIBIT;In Between Yesterday and Tomorrow Was Us - HTMLLES: Zero Futur(e);x;;;In Between Yesterday and Tomorrow Was Us;"JULIE MATSON
APO33
LES SŒURS PRÉLUBRIFIÉES";"To celebrate the 11th edition of the festival Les HTMelles, ZERO FUTURE, Eastern Bloc presents, in collaboration with Studio XX, a very special evening of live performances.
Bringing sound and vision together in three acts, this event features international and local artists experimenting with the narrative form in order to create multisensory experiences that blur the line between the individual and the collective, between the solitary and the communal. Take part in this journey across multi-sense-scapes.

ACT I FUTURES, PAST
This soundscape explores the erratic chronicles of the artist's many childhood addresses; each move offering hope for a different future – a stable, secure future – inevitably running up against the challenges of a single-parent income in the capitalist culture of the 1980s. Sonifying the hand-drafted data of each location and address, this work layers emotional intonations with concrete sounds, providing an aural landscape of Matson's FUTURES, PAST.

ACT II
G.I.A.S.O. is a networked–distributed A/V performance. The performance crosses time zones and uses the Internet as the place of interaction between musicians: a collaborative method for creating and writing new musical aesthetics. Negotiating time, space, noise, and delay, accelerated composition mitigating a decelerated listening experience, #zerofuture returns in force with the G.I.A.S.O.


ACT III The Devil Inside Us: A Witch Opera Evoked by The Pre-Lubed Sisters
The Pre-Lubed Sisters offer futurities hacked by digital witches, sonic cackles, and decompositional nightmares. The artists’ choice to disrupt neoliberalism comes by way of the Witch Opera, embracing storytelling and sonic dissonance to haunt the future, halting its path of destruction. They will conduct a series of hauntings in the city, manifestations of the uncanny, the grotesque, the ugly. These hauntings will exist as chapters of the witch opera. The Pre-Lubed Sisters want revenge on the devil within us.



";"
";;;;;;;
2014;EXHIBIT;MADE IN CANADA 1.0 – FROM SEA TO SEA;x;;;MADE IN CANADA 1.0 – FROM SEA TO SEA;Santiago Leal;"Leal metaphorically uses the image of the dandelion and makes it evolve from seed to bird capable of flying freely from sea to sea. In his work, the artist seeks to restore the legitimacy of dreams and questions the legitimacy of judgments that we normally bring to them. However he also questions the illusions contained in dreams concerning strange lands and cultures, as well as the deceptions that can result from these, by confronting them with statistical data and living realities. Leal stages human beings' constant search for an 'elsewhere', as a life force, but also as a possible source of loss.

Leal's work is eminently multifaceted and firmly based in intermedia arts. The work to be constructed here will consist of a crossing of physical presence, sculpture, and the virtual, via a programming and interactive video device. Leal aussi shines a light on cultural standardisation procedures inherent in power systems, from which all travellers, to a certain extent, try to escape, but also risk finding elsewhere. He remarks, in particular, how media discourses universally agree to concentrate generally on the 'What?', the factual and the material, more than on the 'How?', the mind and the human being. Is the voyage to be made as much of an interior nature as it is geographical?

Leal will also take the opportunity during his Eastern Bloc residency to present his project in an informal discussion, and moreover, to carry out a workshop in order to share knowledge directly linked to his creative project: basis for the electronics, image recognition with sensors, microcontrolloers for real-time video transformation. We will soon be announcing the schedule and details of this workshop.

";"Leal utilise métaphoriquement l’image du pissenlit et la fait évoluer de graine en oiseau capable de voler librement de mer en mer. Dans son travail, l’artiste cherche à restituer la légitimité des rêves et pose la question de la légitimité du jugement que l’on porte ordinairement sur eux. Mais il questionne aussi l’illusion contenue dans les rêves à propos des terres et cultures qui nous sont étrangères, et les déceptions qui peuvent en surgir, en les confrontant aux données statistiques et réalités de vie. Leal met en scène la recherche constante d’un ailleurs chez l’être humain, comme un moteur de vivre, mais également comme une perte possible.

L’œuvre de Leal est éminemment multi-facettes et inter-médiatique. La pièce qui sera construite ici consistera en une alliance de présence physique, une sculpture, et de virtuel, via un dispositif de programmation et vidéo interactive. Leal met aussi en lumière les processus de standardisation culturelle propres aux systèmes de pouvoir, ce que tout voyageur, d’une certaine façon, fuit, mais risque aussi de retrouver ailleurs. Il remarque, en particulier, comme les discours médiatiques s’accordent universellement pour se concentrer généralement sur le ‘Quoi ?’, le factuel et le matériel, plus que sur le ‘Comment ?’, la pensée et l’humain. Le voyage à faire serait-il alors tout aussi géographique qu’intérieur ?

Leal saisira également l’occasion de sa résidence à Eastern Bloc pour présenter son projet au cours d’une discussion informelle, et surtout, pour mener à bien un atelier de façon à partager les connaissances directement liées à son projet créatif : bases de l’électronique, reconnaissance d’images avec capteurs, microcontrôleurs pour une transformation de vidéo en temps réel. Nous vous fournirons bientôt les détails d’horaires et de modalités à ce propos.";;;;;;;
